53,42,135,255
53,44,139,255
53,45,142,255
53,47,145,255
53,48,148,255
54,50,151,255
54,51,154,255
54,53,157,255
54,54,159,255
53,56,162,255
53,58,166,255
53,59,169,255
53,60,171,255
52,62,175,255
51,64,178,255
51,65,181,255
50,67,184,255
49,68,187,255
47,70,191,255
46,72,195,255
43,75,198,255
41,76,202,255
38,78,205,255
35,80,208,255
33,82,210,255
29,84,214,255
24,87,217,255
20,88,219,255
15,91,221,255
11,94,223,255
8,95,223,255
5,96,224,255
3,98,225,255
2,100,225,255
1,101,225,255
1,102,225,255
1,103,225,255
1,104,225,255
2,106,224,255
2,107,224,255
3,108,224,255
4,109,223,255
5,110,223,255
6,111,223,255
7,113,223,255
9,114,222,255
11,115,221,255
11,115,221,255
12,116,220,255
13,117,220,255
13,118,219,255
14,119,219,255
15,120,218,255
16,121,217,255
16,122,217,255
17,123,217,255
18,123,216,255
18,124,215,255
19,125,215,255
19,126,215,255
19,127,213,255
19,129,213,255
20,130,213,255
20,130,212,255
20,131,212,255
20,133,211,255
20,134,211,255
19,136,211,255
19,136,210,255
19,137,210,255
18,138,210,255
17,139,210,255
17,140,210,255
16,142,210,255
16,143,210,255
14,145,210,255
13,147,209,255
13,147,209,255
12,148,209,255
10,150,209,255
8,152,209,255
8,153,209,255
8,153,208,255
7,154,208,255
7,156,207,255
6,156,207,255
6,157,206,255
6,158,206,255
6,159,205,255
6,160,204,255
6,161,204,255
6,161,203,255
5,162,202,255
5,163,202,255
5,164,201,255
5,165,200,255
5,165,200,255
5,165,199,255
6,167,197,255
6,168,196,255
6,169,195,255
6,169,194,255
7,170,193,255
8,171,192,255
8,171,190,255
9,171,189,255
10,172,188,255
11,172,187,255
13,173,186,255
14,174,185,255
16,174,184,255
18,175,183,255
20,175,182,255
20,176,181,255
22,176,179,255
24,177,177,255
26,178,176,255
27,178,175,255
30,179,174,255
33,180,172,255
34,180,171,255
36,180,170,255
39,181,168,255
41,181,167,255
42,182,165,255
44,182,164,255
47,183,163,255
50,183,161,255
52,184,160,255
54,184,158,255
57,185,157,255
59,185,156,255
61,185,155,255
64,186,153,255
67,186,151,255
68,187,150,255
71,187,148,255
76,188,147,255
80,188,144,255
81,188,143,255
83,188,142,255
87,189,140,255
90,189,139,255
93,189,137,255
95,189,136,255
98,190,134,255
102,190,133,255
104,190,132,255
107,190,131,255
110,190,130,255
113,190,129,255
116,190,127,255
118,190,125,255
120,190,124,255
123,191,123,255
126,191,122,255
130,191,121,255
133,191,119,255
136,191,118,255
138,190,117,255
141,190,116,255
143,190,115,255
146,190,114,255
149,190,113,255
151,190,112,255
154,190,110,255
156,190,110,255
158,190,110,255
161,190,108,255
163,190,107,255
165,190,106,255
167,190,105,255
168,189,104,255
171,189,104,255
174,189,103,255
176,189,102,255
177,189,102,255
180,189,100,255
183,189,99,255
185,188,98,255
188,188,97,255
190,188,97,255
192,188,96,255
193,188,96,255
195,188,94,255
198,187,93,255
199,187,92,255
201,187,91,255
204,187,91,255
207,187,90,255
208,186,89,255
209,186,88,255
212,186,88,255
214,186,86,255
216,186,85,255
218,186,85,255
220,185,84,255
223,185,83,255
225,185,82,255
226,185,81,255
228,185,80,255
231,185,79,255
232,185,79,255
235,185,77,255
237,185,76,255
238,185,76,255
240,185,74,255
242,185,73,255
244,185,71,255
245,185,70,255
247,186,69,255
249,186,68,255
250,187,65,255
251,188,64,255
252,189,63,255
253,189,61,255
254,192,58,255
254,193,56,255
254,194,56,255
254,196,54,255
254,198,53,255
254,199,53,255
254,199,51,255
253,200,49,255
253,202,48,255
252,203,47,255
252,204,46,255
251,206,45,255
251,207,44,255
250,208,43,255
250,209,43,255
249,211,41,255
248,212,40,255
248,213,40,255
248,215,39,255
247,216,38,255
247,218,36,255
246,219,35,255
245,221,34,255
245,223,33,255
245,224,33,255
244,225,31,255
244,226,29,255
244,229,28,255
244,230,27,255
244,231,26,255
244,233,25,255
244,235,24,255
245,237,23,255
245,238,22,255
245,240,20,255
246,242,19,255
246,244,18,255
246,245,17,255
248,247,16,255
248,250,14,255
